CITY;CODE_INSEE;RESULT;POPULATION_TOTAL;RATE_SEX_WOMEN;RATE_SEX_MEN;RATE_SPC_FARMERS;RATE_SPC_BUSINESS;RATE_SPC_INACTIVES;RATE_SPC_EXECUTIVES;RATE_SPC_EMPLOYEES;RATE_SPC_WORKERS;RATE_SPC_INTERMEDIATES;RATE_SPC_RETIRED;RATE_FAMILY_CHILDREN;RATE_FAMILY_CHILDLESS;RATE_FAMILY_SINGLE_PARENT;RATE_ONE_WOMAN;RATE_ONE_MAN;RATE_FAMILY;Ménage sans famille à plusieurs personnes ;RATE_ONE_PERSON;RATE_AGE_80+;De 15 à 24 ans ;RATE_AGE_25_39;RATE_AGE_40_54;RATE_AGE_55_64;RATE_AGE_65_79;RATE_SINGLE;RATE_DIVORCED;RATE_LIVEIN_PARTNER;RATE_MARRIED;RATE_CIVIL_PARTNER;RATE_WIDOWED;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;pct_abstention;pct_blancs;pct_nuls
Kergrist-Moëlou;22087;GAUCHE;635.00055;48.08333351342347;51.916666674824064;1.9430546485057603;7.684258430754001;12.581716839891163;5.820522442761062;12.537694402562924;15.34182618580186;5.793946974541834;38.29698026342892;44.82402322328697;28.85970697190735;7.237022078169854;8.737965345069387;8.737965345069387;80.92075227336417;1.603317036497055;17.475930690138775;6.249844965142574;8.646290045738086;18.821389989673655;21.795623738738808;21.601181438235894;22.885670006324943;22.293415707754853;6.070274060444639;12.888166743192816;46.05691081872856;3.7077724668903826;8.983460019134785;461.0;74.0;387.0;9.0;1.0;377.0;16.05;2.33;0.26
Kerien;22088;CENTRE;247.0;47.82302226522529;52.17697773477471;16.046133860440996;4.481081164256921;13.664286228562657;4.544418752682722;6.927155471370969;11.375033292627851;11.40735374454488;31.554536600409165;40.28776437246964;39.3002987854251;4.127787854251013;6.1065558704453435;10.177593117408906;83.71585141700405;0.0;16.28414858299595;5.491861771964486;10.361113665187835;14.941692888704406;29.30031811884709;16.967540333472204;22.937473221823986;24.981963341240963;4.128001075781261;10.232834506067158;49.673123342429086;4.630776637769861;6.353301096711666;206.0;45.0;161.0;1.0;0.0;160.0;21.84;0.62;0.0
Kermaria-Sulard;22090;GAUCHE;1106.0;50.85089608558329;49.149103914416706;1.9018364645505177;3.599950358008192;7.719439865660438;7.28324493633027;17.318127145959437;10.573344369206266;16.21605333183537;35.388003288494005;46.13559466546112;26.383055515370707;12.055598734177215;7.700990777576854;6.84532513562387;84.57424891500904;0.8794351717902349;14.546315913200722;5.046832894851795;9.694597415107465;20.00514023738679;25.23427685797288;13.77455515738964;26.24459743729142;19.416289552679554;7.0532799228569365;12.208669066634764;45.96669805250262;9.58734675413639;5.767716651189732;892.0;187.0;705.0;17.0;6.0;682.0;20.96;2.41;0.85
Kermoroc'h;22091;GAUCHE;429.0;53.80931687591419;46.1906831240858;3.234962174912996;3.0623489984298016;12.42674093973079;5.34610980457322;17.085906437584597;17.95448801874539;12.431219933406007;28.458223692617203;54.89726736596736;19.125153613053612;13.3506006993007;6.313489277389278;6.313489277389278;87.37302167832168;0.0;12.62697832167832;4.8693659774376625;13.012096910258316;22.606819864381432;28.303303019454606;16.681961692908835;14.52645253555914;21.273618538527813;6.188041813550122;18.448276171522643;46.566707555309165;2.2922426150354425;5.231113306054818;339.0;55.0;284.0;6.0;1.0;277.0;16.22;2.11;0.35
Kerpert;22092;CENTRE;269.0;46.02774904765698;53.97225044969714;10.264236710334798;5.170224441030653;22.875434542378937;0.0;10.239496983380878;10.214507441430797;7.616896931419361;33.619202447378704;24.157752416356875;22.829691078066915;29.994365427509294;5.763972862453532;13.449269516728624;76.98180892193308;3.804948698884759;19.213242379182155;7.2756374829669594;12.031864177081149;12.027208000706517;23.7662821986551;14.932111129989757;29.966897459604986;29.249361822086367;10.89600274711712;8.9700465569594;36.84746668376715;1.7571709190884917;12.279950821976996;226.0;57.0;169.0;1.0;0.0;168.0;25.22;0.59;0.0
Lamballe-Armor;22093;CENTRE;16551.990582;52.06769075273381;47.93230924726619;1.2190366195787543;3.4507532051524468;10.188521468840426;7.361617307147311;12.608687482480041;14.625145775413412;13.966876274659487;36.57936185963177;42.61149736074687;28.478356289823566;9.496838765178076;10.214597939891458;7.976898116627989;80.58669242179008;1.2218115216904852;18.191496056519448;8.714026528861913;11.57617354505697;17.67961846342178;23.865173520033505;16.93703556056222;21.227972382063623;22.538465000251342;6.290412630783606;10.073573378219088;45.66490206368318;6.909800386690085;8.522846540372708;12692.0;2549.0;10143.0;152.0;92.0;9899.0;20.08;1.5;0.91
Lancieux;22094;CENTRE;1602.0;56.02770808192044;43.972291989302974;0.36281239489270317;4.355125558676787;8.702185349742864;7.629970225255117;15.610611175040184;5.796997577656528;10.892583052618859;46.64971473734037;37.0713861423221;36.375069413233454;7.652792446941323;14.095476029962548;4.805275905118601;81.09924800249688;0.0;18.90075199750312;10.34090395237138;7.165880607961641;12.56723403850345;18.7215663704693;19.612650463572795;31.591764567121423;15.871051918170426;6.40227461044517;7.693506744317736;54.427566144821526;5.917973815098692;9.687626913515098;1623.0;234.0;1389.0;20.0;8.0;1361.0;14.42;1.44;0.58
Landebaëron;22095;GAUCHE;169.0;43.33333350690335;56.66666649309666;3.3333332465483236;3.3333332465483236;20.00000013017752;6.666666493096647;9.999999739644972;13.333332986193295;9.999999739644972;33.33333311637082;33.33333313609468;30.303030177514795;9.090908875739645;3.0303029585798815;18.181818343195268;72.72727278106508;6.060605917159763;21.21212130177515;2.666666565417488;10.666666952005258;14.666666454963838;32.66666663445102;20.666666744904667;18.666666648257724;27.333333503616036;3.3333330341880343;13.333333517422746;46.00000015187376;6.000000289940828;4.000000193293885;154.0;21.0;133.0;1.0;1.0;131.0;13.64;0.75;0.75
Landébia;22096;DROITE;442.0;58.426541592113736;41.57345840788627;2.3970632530324805;6.008739141458105;14.692210311726605;2.306203847487406;16.99244896928109;18.438683060025326;9.352892123426324;29.811759547152338;45.55969751131222;25.24475904977376;13.144279411764707;12.34712624434389;3.704138009049774;83.94873574660633;0.0;16.051264253393665;7.2734604272625525;11.689879876216319;19.01681630255513;20.415467897903657;16.21770838912324;25.38666737331884;22.864241702149908;7.541397422679058;12.509033802699228;47.0586698126327;2.313472075942008;7.713184917517352;362.0;63.0;299.0;7.0;1.0;291.0;17.4;2.34;0.33
La Landec;22097;CENTRE;745.668129;43.93055734557188;56.06944265442812;4.862708196891834;2.4372614564963913;4.898249082403602;3.253634395368285;25.248741895263716;22.781505012474156;17.08476178626574;19.43313800890625;52.81910754697148;27.530044535402155;6.5885126491707675;1.9579218196678485;8.48432801933526;86.93766486565232;2.620085161236655;10.442249839003109;3.308103426764539;14.111914107247985;23.94721222873229;26.640469907526587;13.76696535326053;18.225334976468073;21.057190830464773;3.9697372732316607;16.301029400429126;47.22432143400045;7.812407700831823;3.6353133610421695;482.0;70.0;412.0;10.0;1.0;401.0;14.52;2.43;0.24
Landéhen;22098;CENTRE;1440.000957;53.34240363058071;46.65759636941929;1.6005184033165014;2.8685227884605085;12.999372504137336;4.852393700663463;19.50660411759669;18.33199918416117;17.50951731404898;22.331071905335378;52.18088219645538;23.3963858400408;13.123572389403629;7.069964884752504;2.892258355631079;88.7008404258998;1.3369363337166171;9.96222330982798;3.4840458661386915;16.48125226305977;21.180604340079316;27.076916227710722;16.63444360977696;15.142737779496654;24.95643269074365;3.4025070282385994;12.932940599727125;45.385901423435826;7.852223688874753;5.469994568980036;988.0;141.0;847.0;17.0;11.0;819.0;14.27;2.01;1.3
Lanfains;22099;CENTRE;1091.0;47.050442982398586;52.949557017601414;7.046592897346114;2.9359418537194464;9.402380373507707;2.3526114812500003;15.28711119681389;26.46367980769046;16.45063493109648;20.0610474585759;58.18627121906508;23.225594408799267;6.946254537121907;3.726210815765353;6.986645187901008;88.35812016498625;0.9290237396883594;10.71285600366636;4.285026039326633;14.194363044161776;20.510169792295514;29.38248515067646;17.470995282733906;14.156960575196504;24.3096333436054;4.998832433707758;16.948625828781456;40.809542610608865;8.406950839456087;4.5264150594496355;785.0;154.0;631.0;7.0;1.0;623.0;19.62;1.11;0.16
Langoat;22101;DROITE;1161.0;50.28343204158339;49.7165680685371;2.7955608644157195;7.265868147345386;10.033406759294044;6.69360232349401;20.65737377054114;14.524180707227192;13.960535776516576;24.06947165116593;51.85939819121448;24.499300689061158;8.299616795865633;7.890009043927648;7.451675279931093;84.65831567614126;0.0;15.341684323858743;5.741065344025996;12.317047799412508;21.778136858582116;27.297376342666844;16.65053214367078;16.21584129682483;21.921832193281137;5.300200229240803;15.851191936657838;43.043392196338196;7.477926634984071;6.405456809497954;930.0;190.0;740.0;8.0;7.0;725.0;20.43;1.08;0.95
Langrolay-sur-Rance;22103;GAUCHE;992.0;53.61801491065935;46.3819852143145;0.0;5.64290999536707;11.470712044676171;8.874411549406824;11.873574104675633;9.406794626952525;17.47481332131998;35.25678423262796;45.73468750000001;29.487220362903223;3.1285079637096773;7.531888810483871;7.531888810483871;78.3504158266129;6.585806653225807;15.06377752016129;4.355284062723209;10.730769156381575;20.731703977682145;24.147447488373423;19.7876895111264;20.24710580371324;17.70653156440625;6.736140503301039;12.434763194326468;47.28103090141186;9.582550730300339;6.258983106254037;812.0;114.0;698.0;8.0;5.0;685.0;14.04;1.15;0.72
Languédias;22104;DROITE;541.01445;51.12245942874861;48.87754079544295;3.2395462771776553;4.503424171837055;9.765018460246814;3.297007918831464;8.947791803271441;25.55321912578905;7.855619757342051;36.838372933887584;47.36296267132976;30.531650125056736;6.3569906496952155;8.749109196621273;6.9992873572970185;84.25160344608172;0.0;15.748396369080345;6.096868817225099;12.856607360208127;23.781076046052828;21.258511043317526;19.764594763569164;16.242341969627248;24.82738574282741;6.703477673715373;17.672709748379688;38.66219366606835;6.315671509560543;5.818561879652047;402.0;59.0;343.0;5.0;7.0;331.0;14.68;1.46;2.04
Languenan;22105;DROITE;1158.999773;51.71928470293593;48.28071529706408;1.0361342046967015;7.231386444476143;10.413964111785717;3.1347124198008167;19.462903953701552;17.24311223275125;14.054726840742001;27.423059792045823;56.85922364714734;24.75159268214973;6.204984563012507;6.092099553845211;6.092099553845211;87.81580089230958;0.0;12.184199107690421;4.708591558044162;12.232850260451835;21.653895877114493;26.768170146739674;16.73956264799063;17.89692940131721;23.399735844223855;4.875493272856281;13.773492975021961;42.04799024190492;9.826917710056355;6.076369847594629;894.0;180.0;714.0;6.0;5.0;703.0;20.13;0.84;0.7
Langueux;22106;CENTRE;7851.0;53.546854333843456;46.453145666156544;0.45766991264477874;3.0511327103145125;11.212854391417313;7.093883546908041;16.247281662607573;10.678906177783078;15.942051796282295;35.316219817286424;39.83428935167495;29.38177182524519;10.771191848172206;11.408540466182652;7.45697897083174;79.98725302509236;1.147227537893262;18.86551943701439;6.311339272233127;12.003623735467311;19.13030348784539;23.207005888570134;16.41250188736222;22.935225728521818;24.701796768835873;7.292767627963159;9.980371432885399;44.34546278121697;7.700437868035634;5.979163521062962;6097.0;1229.0;4868.0;60.0;34.0;4774.0;20.16;1.23;0.7
Bon Repos sur Blavet;22107;GAUCHE;1191.015984;52.8840433677347;47.11595663226531;8.53490521132878;4.93574207570982;10.422552207297182;2.7092191092732576;7.2860133712007125;9.693248308364291;11.056536875967835;45.36178293359699;29.58706958881587;36.0262814911139;12.655376168318494;11.752566874031139;9.140885299823147;78.26872733221019;0.8378204939355375;20.89345217385429;14.178130010985695;7.14126941282589;13.374670120141833;17.818573490495194;21.075946710468994;26.4114102550824;20.616693264691747;6.141132856756567;7.827858072584869;49.029110039848874;3.954787878544508;12.430417979548345;964.0;180.0;784.0;13.0;6.0;765.0;18.67;1.66;0.77
Lanleff;22108;GAUCHE;121.0;52.3809528194749;47.61904820374431;0.0;0.0;4.7619046157305895;0.0;9.523809231461179;14.285713847191769;28.571428717602743;42.85714256479451;30.769230578512396;38.46153884297521;11.538461157024793;11.538461157024793;7.692307438016528;80.76923057851239;0.0;19.230769421487604;8.08080781333664;7.070707091281797;27.272727643072347;13.13131346050875;23.23232271795508;21.21212127384539;15.151514904618438;7.070707091281797;10.101010275895273;50.50505036102743;6.060606369226954;11.111110997950117;107.0;14.0;93.0;0.0;3.0;90.0;13.08;0.0;3.23
Lanloup;22109;DROITE;251.0;52.380952593255095;47.61904785258061;0.0;7.142857333929588;4.76190474067449;2.3809525932550977;4.76190474067449;7.142857333929588;11.904762074604076;61.90476207460408;21.276595617529882;38.297872509960165;19.148936254980082;12.765957370517928;8.510638247011952;78.72340438247012;0.0;21.276595617529882;6.334841628959276;8.597285067873303;11.312217194570136;24.8868778280543;15.837104072398189;33.03167420814479;23.52941176470588;4.97737556561086;11.312217194570136;46.15384615384615;5.88235294117647;8.144796380090497;195.0;31.0;164.0;4.0;1.0;159.0;15.9;2.44;0.61
Lanmérin;22110;GAUCHE;573.0;51.515151515151516;48.48484848484848;1.0101010101010102;3.03030303030303;18.181818181818183;2.0202020202020203;21.21212121212121;17.17171717171717;15.151515151515152;22.22222222222222;62.5;20.0;9.166666666666666;5.0;3.3333333333333335;91.66666666666666;0.0;8.333333333333332;1.991150442477876;17.920353982300885;17.920353982300885;32.52212389380531;13.716814159292035;15.929203539823009;25.663716814159294;2.6548672566371683;13.274336283185843;45.79646017699115;8.4070796460177;4.20353982300885;398.0;54.0;344.0;10.0;5.0;329.0;13.57;2.91;1.45
Lanmodez;22111;DROITE;400.0;50.11336785214912;49.886632147850875;1.5476795314998788;1.4309216769432203;8.70219962824975;1.4881558414439762;7.330801357478295;10.144218619945136;9.639770988737245;59.71625263958662;32.685099;45.717378;2.621062;8.1776995;8.1776995;81.023539;2.621062;16.35539875;6.8429669363801295;10.582324754510045;9.068510235357781;18.354741175794313;22.41135769411269;32.740099203845034;18.944864830128072;6.031240621385883;9.142466330124863;54.37867569617403;3.312723003532398;8.190029239638323;368.0;58.0;310.0;2.0;0.0;308.0;15.76;0.65;0.0
Lannebert;22112;DROITE;431.0;45.58134887232739;54.41865140412716;1.4668556638964032;6.003391848486099;17.961071965224008;1.4668556638964032;16.47562970920451;19.30927195515277;12.770755333122686;24.546168137471668;53.33718236658932;23.0736596287703;10.615338747099768;4.324606496519722;8.649212761020882;87.02618074245939;0.0;12.973819257540603;7.027247834117831;13.600083378606929;16.917461203042212;25.09056361050724;16.739816802709676;20.624826891484776;23.30074235556221;4.301173267093351;13.982081957497568;44.12907420940606;6.970446787094077;7.316481423346728;351.0;73.0;278.0;4.0;0.0;274.0;20.8;1.44;0.0
Lannion;22113;GAUCHE;19522.249468;51.050833654687835;48.949166345312165;0.14886335254541389;3.250650639162661;17.802885912236853;10.812640747201762;13.073685750240019;9.739928339122171;11.894376749925057;33.27696850956607;32.45453393772808;25.81232596817259;13.065125917896092;14.089700075335598;12.519323303424553;71.33198582379676;2.0589907974430766;26.609023378760156;8.275103870023605;17.12427622114097;16.342831293766785;22.054645926367623;15.47450791400905;20.728634774691958;32.05947988380644;8.513876783955576;9.692489296162256;36.685918626281165;4.50505163731896;8.543183772475588;14379.0;3457.0;10922.0;136.0;84.0;10702.0;24.04;1.25;0.77
Lanrelas;22114;DROITE;864.999895;45.760231219264426;54.23976878073559;4.1252236786494905;4.613412140771938;11.000713127877743;4.096830591804741;7.389627518175948;15.989567739595248;11.42048630633814;41.36413889678676;45.23326236935555;28.960755538588824;6.182307108834967;6.466539975707164;10.777566510571656;80.37632513238628;2.37956838133489;17.244106486278824;9.15180464593577;9.450396936463111;18.050147980681032;23.48838704723565;15.15120277478379;24.708060614900642;23.201793420719536;4.055984544174828;9.90600279938607;49.04631074954218;5.2754554448174975;8.51445304135989;652.0;101.0;551.0;10.0;0.0;541.0;15.49;1.81;0.0
Lanrivain;22115;GAUCHE;465.0;50.00000013291517;50.00000013291517;4.166666589132816;1.388888863044272;12.500000033228792;1.388888863044272;11.111111170184522;9.72222230714025;12.500000033228792;47.22222214099628;25.84269655913978;33.707865161290314;20.22471913978495;6.74157311827957;11.23595505376344;79.77528086021506;2.2471909677419353;17.977528172043012;11.025641025641026;8.205128205128204;15.384615384615385;17.17948717948718;21.53846153846154;26.666666666666668;22.564102564102566;8.461538461538462;13.846153846153847;42.05128205128205;5.128205128205128;7.948717948717948;343.0;64.0;279.0;2.0;0.0;277.0;18.66;0.72;0.0
Lanrodec;22116;DROITE;1304.018283;46.36282120828273;53.63717879171727;1.8989143974476308;7.018545418586809;15.985126818055233;3.27623748895063;16.047978341263168;15.688446202690532;18.37550414963065;21.709247183375354;52.67807752048213;17.89015491893989;16.495063512848002;3.241313756948299;8.103284392370746;87.06329595227001;1.5921058984109349;11.344598072633003;4.088808375432358;19.11982031136041;22.765676217720806;26.725839536319953;13.846800815961535;13.453054743204943;30.072928202561673;3.5945504044203327;14.433461440366802;39.02177047172734;8.961100398079637;3.9161890828442227;937.0;182.0;755.0;13.0;10.0;732.0;19.42;1.72;1.32
Lantic;22117;CENTRE;1799.0;52.26480837444909;47.73519162555091;0.3484320789422558;8.71080141885411;12.543554009867783;4.181184669955928;16.724738679823712;11.4982578423788;19.5121951033484;26.4808362661668;52.513966481378546;25.139664813785433;10.614525125069484;6.983240244580322;4.189944135630906;88.26815642023347;0.5586591995553084;11.173184380211227;5.299380591878871;12.732278045423262;17.825189263592566;26.97866483138334;16.517549896765313;20.646937370956643;18.513420509291123;5.299380591878871;11.768754301445286;48.72677219545768;10.048176187198898;5.643496214728148;1337.0;216.0;1121.0;32.0;6.0;1083.0;16.16;2.85;0.54
Lanvallay;22118;CENTRE;4141.0;55.00623400135457;44.99376599864543;1.269445451288924;2.538890930746823;11.283959648389697;7.898771759506583;14.102494141301655;10.8606065357979;14.245794424681012;37.800037108287405;39.90333479835788;30.350718304757308;10.761808476213474;11.970825018111567;6.287798212992031;81.01586157932867;0.7255151895677372;18.2586232311036;11.142139067299638;9.327003630270873;15.917341524713768;22.898631667132086;15.302987992180956;25.411896118402684;21.55822395978777;7.288466908684725;8.656799776598715;46.83049427534208;7.428092711533091;8.237922368053615;3350.0;605.0;2745.0;50.0;15.0;2680.0;18.06;1.82;0.55
Lanvellec;22119;GAUCHE;602.0;52.090524319656375;47.90947588904948;5.206053600146572;6.241843227332841;4.160878470659929;4.1802620269451705;14.468783011657294;10.383340646177789;13.423785908264987;41.93505331752128;42.49426029900332;28.27898920265781;6.593287707641196;11.751796677740865;7.554726411960133;77.36653704318937;3.326939867109634;19.30652292358804;11.341708510944624;6.044865193175324;17.05520437026382;21.158143237888837;19.2996509592392;25.1004277284882;18.032525787445113;6.7986629684625255;12.403933974777992;46.91005691911907;5.30557743450006;10.549243115885865;511.0;100.0;411.0;5.0;3.0;403.0;19.57;1.22;0.73
Lanvollon;22121;DROITE;1782.767231;55.02057656632972;44.97942343367027;0.2951562394262886;3.8233126132322512;15.642328470171298;2.9331568729357915;15.86327815225246;12.915661051194244;12.93170729305228;35.59539930773538;36.872700853452024;30.11127233356692;11.32441782019719;13.38628385412588;7.2302241570649555;78.3083910633087;1.0751009255004642;20.616508011190835;13.488452305363353;11.99857251358643;17.834943951824382;20.637643430740887;15.214841228714619;20.82554663133931;23.97536254138207;6.99264099906519;10.808486996547096;40.30339025966819;6.081589254300731;11.838530010605693;1341.0;251.0;1090.0;8.0;23.0;1059.0;18.72;0.73;2.11
Laurenan;22122;DROITE;731.688614;50.37338717438736;49.62661266679496;10.388126978933695;1.5988667304603372;12.898926366178273;2.3838308529290013;14.498081827165036;21.67910653193037;6.435315546112016;30.11774516629126;45.39638565429419;25.983116637646624;11.71648777358178;9.456986302099269;6.079491213730981;83.09599020219277;1.3675324186471487;15.536477379160091;8.01950246744048;11.743617697728181;16.379870754496697;24.42005836319189;18.478478474703074;20.958472242439676;23.462319958069212;5.656566763000221;14.518480845330984;43.78924926125158;4.296800159257305;8.2765830130907;552.0;105.0;447.0;5.0;4.0;438.0;19.02;1.12;0.89
Lescouët-Gouarec;22124;GAUCHE;214.00003;44.736842090700804;55.26315790929919;18.421052820889507;2.631578816307265;13.15789463490565;5.26315763261453;13.15789463490565;18.421052820889507;0.0;28.94736863948789;48.88888894080996;31.111111059190037;4.444444236760154;8.888888940809961;6.666666822429884;84.4444447040498;0.0;15.555555763239845;4.069768165224471;8.720931699567386;16.860468030016328;30.813941191183996;18.604654718767026;20.930236195240802;22.093009491616613;6.9767455922120565;13.3720952339103;47.09303129394296;5.8139542725798;4.651163534342914;156.0;33.0;123.0;0.0;1.0;122.0;21.15;0.0;0.81
Le Leslay;22126;DROITE;154.0;44.44444444444444;55.55555555555556;3.7037039682539685;3.7037039682539685;7.407407142857142;7.407407142857142;14.81481507936508;18.518518253968253;11.11111111111111;33.33333333333333;57.575757792207796;36.36363636363637;0.0;0.0;6.060605844155844;93.93939415584414;0.0;6.060605844155844;5.64516129032258;12.903225806451612;21.774193548387096;25.806451612903224;16.129032258064516;17.741935483870968;20.161290322580644;7.258064516129033;21.774193548387096;43.54838709677419;5.64516129032258;1.6129032258064515;115.0;24.0;91.0;4.0;0.0;87.0;20.87;4.4;0.0
Lézardrieux;22127;CENTRE;1566.0;54.994596892550305;45.005403107449695;2.40344018518637;4.125530597294549;7.897017721438415;5.493577536252045;12.059980138079966;6.8723193305509716;13.744638661101943;47.403495899834944;29.57209719029374;39.61294112388251;8.174098978288633;11.946760025542783;9.436549042145593;77.35913722860792;1.2575537037037037;21.383309067688376;15.7529493407356;8.119361554476058;11.172796668979876;17.626648160999306;17.834836918806385;29.493407356002777;21.235253296322;6.037473976405274;8.188757807078417;49.06315058986815;4.233171408743928;11.242192921582236;1410.0;308.0;1102.0;22.0;16.0;1064.0;21.84;2.0;1.45
Locarn;22128;DROITE;421.0;46.94650481159894;53.05349491649363;6.494827158444955;6.327081216449089;9.167346469208042;1.2207136843813127;6.426324978012546;11.3066890435598;11.3066890435598;47.75032867829188;35.86334821852732;35.01006983372921;7.743673634204276;6.398259619952494;12.796519239904988;78.61709168646081;2.1881294536817104;19.194779097387173;6.218550654341134;6.461813208880896;16.353522374752064;15.058909382973914;24.401217823009507;31.505986556042487;22.0731537767919;7.9658161082764884;7.366215931327255;49.28929324468916;5.450889133839679;7.854631805075517;302.0;54.0;248.0;4.0;2.0;242.0;17.88;1.61;0.81
Loc-Envel;22129;GAUCHE;74.0;46.153845945945946;53.846154054054054;7.692308108108108;7.692308108108108;7.692308108108108;7.692308108108108;7.692308108108108;7.692308108108108;15.384614864864865;38.46153783783784;23.076922972972973;15.384614864864865;30.769231081081085;7.692308108108108;23.076922972972973;69.23076891891891;0.0;30.769231081081085;13.432835820895523;5.970149253731343;8.955223880597014;26.865671641791046;23.88059701492537;20.8955223880597;26.865671641791046;5.970149253731343;11.940298507462686;34.32835820895522;7.462686567164178;13.432835820895523;67.0;11.0;56.0;0.0;1.0;55.0;16.42;0.0;1.79
Loguivy-Plougras;22131;DROITE;765.009257;53.93950676306386;46.06049337831812;4.238787300892071;4.4086174454825215;7.440346694268461;4.8025609183774725;10.508565357395293;19.885301585438622;7.390812530968571;41.32500816717699;34.822848686130335;35.262793166436154;9.743845883945951;12.966757864996659;7.203754398490893;79.82948773651245;0.0;20.17051226348755;11.73621511158582;7.75321251930999;11.868773371001572;22.678185510225735;20.7960349090464;25.16757843438761;18.876989697710187;6.409803652213821;8.355629872505936;50.94402937404167;2.5083943843291174;12.905153019199279;729.0;145.0;584.0;6.0;6.0;572.0;19.89;1.03;1.03
Lohuec;22132;CENTRE;246.0;52.08043913841088;47.91956086158912;18.74999554041646;8.321779440562825;10.406553855126761;0.0;8.3369435952637;10.400062945310731;2.0804425041343086;41.704222567948335;39.557546341463414;33.992241463414636;9.436397154471544;7.56169593495935;9.452119918699186;82.98618455284553;0.0;17.01381544715447;8.56337203308567;10.347623883146548;10.355583690434706;22.060251103258178;20.728030725555854;27.945138115978114;21.167430388332022;4.9588029511983525;11.701384541779738;48.64645239830707;2.7028403441536115;10.823088927688278;211.0;51.0;160.0;0.0;2.0;158.0;24.17;0.0;1.25
Loscouët-sur-Meu;22133;DROITE;644.0;49.83350556606631;50.166494636583494;4.518337092615304;0.0;13.088998628794506;6.7744619403852875;10.340953977377255;18.56728636337821;17.660302297313823;29.049659902785415;49.110069254658384;27.687477639751553;10.999252329192547;4.495916149068323;7.7072847826086965;87.79679922360248;0.0;12.203200776397514;4.8409188414845925;11.791361556637092;24.01915421666761;27.16332295827244;16.245179065399793;15.940063361538481;24.304169923829875;3.6268325413264386;10.695582825349096;46.20011073244713;9.106177772205465;6.067126007475551;509.0;109.0;400.0;6.0;3.0;391.0;21.41;1.5;0.75
Louannec;22134;CENTRE;3010.667911;52.254373446740196;47.74562651483982;1.18498147780296;4.136461021653072;8.137641042380556;13.134463503896981;12.66395601286144;5.127075246624805;13.211315580476942;42.40410615272324;38.98497219542724;37.680261773647345;8.506133940057795;8.18036675849102;6.648265332376607;85.17136787591714;0.0;14.828632090867627;10.751557915393489;8.265965284339732;9.754362554165814;21.493578104619093;16.997477073319327;32.73705910578657;16.61452928415847;6.479745393635426;7.137493930474616;55.289069385583275;5.519474168350845;8.959687875421386;2772.0;508.0;2264.0;25.0;17.0;2222.0;18.33;1.1;0.75
Louargat;22135;GAUCHE;2355.005886;50.00759341342906;49.992406638128614;4.977143717307431;3.239529641080599;10.495272925359915;6.7508383655860635;14.992284410363698;15.46682500727873;11.489514306025445;32.58859173011346;46.3546783254197;29.301641371778718;8.444513671164557;8.050210962402666;7.848955669234366;84.10083336836298;0.0;15.89916663163703;6.423282819096669;10.529516063112132;21.36593071337729;23.73947963162645;16.362056973938994;21.579733798848473;22.737344920414586;4.600391376416225;15.460725948618093;43.352741932299004;6.545748957704106;7.303046864547986;1871.0;397.0;1474.0;17.0;14.0;1443.0;21.22;1.15;0.95
Loudéac;22136;CENTRE;9425.770391;51.9217989456776;48.07820105432241;0.9574678518825972;2.7388522748662916;12.085031066584474;4.10808726448239;12.454847890456831;21.66379499473343;11.028764046869602;34.9631546101244;36.93683651921243;28.817857006082043;13.115316793419648;10.945450612557787;9.095852693575337;78.87001031871411;1.0886863645435472;20.041303316742333;11.264880336081251;13.729058024797993;17.52551477265144;21.150215696523365;15.404050606182789;20.92628056376316;28.16261274210824;5.101315113198333;10.641592478032015;41.54035769265089;4.8856760979417215;9.668445876068802;7157.0;1947.0;5210.0;73.0;51.0;5086.0;27.2;1.4;0.98
Maël-Carhaix;22137;DROITE;1393.987134;50.93437999395986;49.06562000604014;2.808010637384796;4.089298976965419;9.684633995467664;3.325968923510276;13.236456526633017;15.738483157104705;7.255978763356766;43.861169101085736;37.66547977335924;29.25523428826711;9.051273854870455;10.154362658558082;12.410887717705435;75.9719879164968;1.4627617072396881;22.565250376263517;14.317117347477149;9.031745383606292;16.79391927901951;18.237289320554613;20.321554036954915;21.298374552836393;23.160764144716786;6.133330295964815;10.981547754753812;43.567309981154565;2.3293513515313955;13.827696392327493;1076.0;231.0;845.0;10.0;3.0;832.0;21.47;1.18;0.36
Maël-Pestivien;22138;GAUCHE;350.00042;54.9130499345137;45.08695006548629;6.3697365659564715;0.0;12.740256974051508;4.857373054503324;11.082167508666549;3.1319984887992307;4.714034759245264;57.10443264877764;31.276706467952238;36.94362595336314;4.167851570006687;17.439041644578595;10.172774364099336;72.38818399132207;0.0;27.61181572296399;9.285014537333955;6.708967389097166;12.073516978742518;19.212784576282207;22.831028839750687;29.88868799545752;27.733213769433142;6.7503281470781635;11.2432618442606;39.60797085842098;4.058525722707712;10.60669965809941;259.0;47.0;212.0;2.0;1.0;209.0;18.15;0.94;0.47
